"list_name","name_choice","label_choice","name_new","country","type","name_question","label_question","column_name_new","type_question","label_choice.country"
"3_1_2_1","1","Step 1: Almost no power or freedom to make decisions.",NA,"global","select_one 3_1_2_1","_3_1_2_6","On which step of the ladder would you position the majority of women in your community today?","farmer_agency_5","select_one",NA
"3_1_2_1","1","Step 1: Almost no power or freedom to make decisions.",NA,"global","select_one 3_1_2_1","_3_1_2_7","On which step of the ladder would you position the majority of men in your community today?","farmer_agency_7","select_one",NA
"3_1_2_2","5","Step 5: Power and freedom to make all major life decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_3","On which step of the ladder would you position the majority of women in your household 10 years ago?","farmer_agency_2","select_one",NA
"3_1_2_2","5","Step 5: Power and freedom to make all major life decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_5","On which step of the ladder would you position the majority of men in your household 10 years ago?","farmer_agency_4","select_one",NA
"3_1_2_2","4","Step 4: Power and freedom to make many major life decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_3","On which step of the ladder would you position the majority of women in your household 10 years ago?","farmer_agency_2","select_one",NA
"3_1_2_2","4","Step 4: Power and freedom to make many major life decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_5","On which step of the ladder would you position the majority of men in your household 10 years ago?","farmer_agency_4","select_one",NA
"3_1_2_2","3","Step 3: Power and freedom to make some major life decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_3","On which step of the ladder would you position the majority of women in your household 10 years ago?","farmer_agency_2","select_one",NA
"3_1_2_2","3","Step 3: Power and freedom to make some major life decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_5","On which step of the ladder would you position the majority of men in your household 10 years ago?","farmer_agency_4","select_one",NA
"3_1_2_2","2","Step 2: Only a small amount of power and freedom.",NA,"global","select_one 3_1_2_2","_3_1_2_3","On which step of the ladder would you position the majority of women in your household 10 years ago?","farmer_agency_2","select_one",NA
"3_1_2_2","2","Step 2: Only a small amount of power and freedom.",NA,"global","select_one 3_1_2_2","_3_1_2_5","On which step of the ladder would you position the majority of men in your household 10 years ago?","farmer_agency_4","select_one",NA
"3_1_2_2","1","Step 1: Almost no power or freedom to make decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_3","On which step of the ladder would you position the majority of women in your household 10 years ago?","farmer_agency_2","select_one",NA
"3_1_2_2","1","Step 1: Almost no power or freedom to make decisions.",NA,"global","select_one 3_1_2_2","_3_1_2_5","On which step of the ladder would you position the majority of men in your household 10 years ago?","farmer_agency_4","select_one",NA
"3_1_2_1","0","Not applicable",NA,"global","select_one 3_1_2_1","_3_1_2_2","On which step of the ladder would you position the majority of women in your household today?","farmer_agency_1","select_one",NA
"3_1_2_1","0","Not applicable",NA,"global","select_one 3_1_2_1","_3_1_2_4","On which step of the ladder would you position the majority of men in your household today?","farmer_agency_3","select_one",NA
"3_1_2_1","0","Not applicable",NA,"global","select_one 3_1_2_1","_3_1_2_6","On which step of the ladder would you position the majority of women in your community today?","farmer_agency_5","select_one",NA
"3_1_2_1","0","Not applicable",NA,"global","select_one 3_1_2_1","_3_1_2_7","On which step of the ladder would you position the majority of men in your community today?","farmer_agency_7","select_one",NA
"3_1_2_3","1","I would place them in the same step on the ladder",NA,"global","select_one 3_1_2_3","_3_1_2_6_001","Would you position different types of women in different places on this ladder? Older people, younger people, poorer people, single people, etc.?","farmer_agency_6","select_one",NA
"3_1_2_3","1","I would place them in the same step on the ladder",NA,"global","select_one 3_1_2_3","_3_1_2_7_001","Would you position different types of men in different places on this ladder? Older people, younger people, poorer people, single people, etc.?","farmer_agency_8","select_one",NA
"3_1_2_3","0","I would place them in different steps on the ladder",NA,"global","select_one 3_1_2_3","_3_1_2_6_001","Would you position different types of women in different places on this ladder? Older people, younger people, poorer people, single people, etc.?","farmer_agency_6","select_one",NA
"3_1_2_3","0","I would place them in different steps on the ladder",NA,"global","select_one 3_1_2_3","_3_1_2_7_001","Would you position different types of men in different places on this ladder? Older people, younger people, poorer people, single people, etc.?","farmer_agency_8","select_one",NA
"3_2_1_2","1","Yes",NA,"global","select_one 3_2_1_2","_3_2_1_2","In the last 12 months, did the household spend more money on the farm than it earns from the farm?","financial_deficit","select_one",NA
"3_2_1_2","0","No",NA,"global","select_one 3_2_1_2","_3_2_1_2","In the last 12 months, did the household spend more money on the farm than it earns from the farm?","financial_deficit","select_one",NA
"3_2_1_2","2","I don't know",NA,"global","select_one 3_2_1_2","_3_2_1_2","In the last 12 months, did the household spend more money on the farm than it earns from the farm?","financial_deficit","select_one",NA
"3_2_1_3_1","Bamboo","Bamboo",NA,"global","select_multiple 3_2_1_3_1","_3_2_1_3_1","Please observe the farmer's main household and ask, what material is the roof of the house made of?","roof_material","select_multiple",NA
"3_2_1_3_1","Concrete,_brick,_stone","Concrete, brick, stone",NA,"global","select_multiple 3_2_1_3_1","_3_2_1_3_1","Please observe the farmer's main household and ask, what material is the roof of the house made of?","roof_material","select_multiple",NA
"3_2_1_3_1","Fibrous_cements","Fibrous cements",NA,"global","select_multiple 3_2_1_3_1","_3_2_1_3_1","Please observe the farmer's main household and ask, what material is the roof of the house made of?","roof_material","select_multiple",NA
"3_2_1_3_1","Galvanized_iron_or_aluminum_or_other_metal_sheets","Galvanized iron or aluminum or other metal sheets",NA,"global","select_multiple 3_2_1_3_1","_3_2_1_3_1","Please observe the farmer's main household and ask, what material is the roof of the house made of?","roof_material","select_multiple",NA
"3_2_1_3_1","Thatch/leaves/grass","Thatch/leaves/grass",NA,"global","select_multiple 3_2_1_3_1","_3_2_1_3_1","Please observe the farmer's main household and ask, what material is the roof of the house made of?","roof_material","select_multiple",NA
"3_2_1_3_1","Tiles","Tiles",NA,"global","select_multiple 3_2_1_3_1","_3_2_1_3_1","Please observe the farmer's main household and ask, what material is the roof of the house made of?","roof_material","select_multiple",NA
"3_2_1_3_1","other","Other (please specify)",NA,"global","select_multiple 3_2_1_3_1","_3_2_1_3_1","Please observe the farmer's main household and ask, what material is the roof of the house made of?","roof_material","select_multiple",NA
"3_2_1_3_2","Asbestos","Asbestos",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_2_1_3_2","Bricks","Bricks",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_2_1_3_2","Iron_sheet","Iron sheet",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_2_1_3_2","Mud","Mud",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_2_1_3_2","Plastered","Plastered",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_2_1_3_2","Stones","Stones",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_2_1_3_2","Wood","Wood",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_2_1_3_2","other","Other (please specify)",NA,"global","select_multiple 3_2_1_3_2","_3_2_1_3_2","Please observe the farmer's main household and ask, what material are the walls of the house made of?","walls_material","select_multiple",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_0","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Any natural or semi-natural vegetation (bushland, fallow land, hedgerows, natural grassland, ponds, lakes, forest patches etc)","vegetation_cover_total","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_1","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Bushland patches","vegetation_cover_bushland","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_2","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Fallow land which is unproductive for at least 1 year","vegetation_cover_fallow","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_3","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Hedgerows/Live fences","vegetation_cover_hedgerows","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_4","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Natural grassland","vegetation_cover_grassland","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_5","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Ponds or lakes","vegetation_cover_pond","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_6","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Remnant forest patches","vegetation_cover_forest","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_7","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Wetlands","vegetation_cover_wetland","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_8","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Woodlots","vegetation_cover_woodlots","select_one",NA
"3_3_1_1","1","51-100%","4","global","select_one 3_3_1_1","_3_3_1_1_9","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Other (please specify)","vegetation_cover_other","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_0","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Any natural or semi-natural vegetation (bushland, fallow land, hedgerows, natural grassland, ponds, lakes, forest patches etc)","vegetation_cover_total","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_1","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Bushland patches","vegetation_cover_bushland","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_2","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Fallow land which is unproductive for at least 1 year","vegetation_cover_fallow","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_3","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Hedgerows/Live fences","vegetation_cover_hedgerows","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_4","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Natural grassland","vegetation_cover_grassland","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_5","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Ponds or lakes","vegetation_cover_pond","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_6","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Remnant forest patches","vegetation_cover_forest","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_7","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Wetlands","vegetation_cover_wetland","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_8","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Woodlots","vegetation_cover_woodlots","select_one",NA
"3_3_1_1","2","21-50%","3","global","select_one 3_3_1_1","_3_3_1_1_9","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Other (please specify)","vegetation_cover_other","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_0","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Any natural or semi-natural vegetation (bushland, fallow land, hedgerows, natural grassland, ponds, lakes, forest patches etc)","vegetation_cover_total","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_1","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Bushland patches","vegetation_cover_bushland","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_2","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Fallow land which is unproductive for at least 1 year","vegetation_cover_fallow","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_3","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Hedgerows/Live fences","vegetation_cover_hedgerows","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_4","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Natural grassland","vegetation_cover_grassland","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_5","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Ponds or lakes","vegetation_cover_pond","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_6","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Remnant forest patches","vegetation_cover_forest","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_7","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Wetlands","vegetation_cover_wetland","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_8","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Woodlots","vegetation_cover_woodlots","select_one",NA
"3_3_1_1","3","11-20%","2","global","select_one 3_3_1_1","_3_3_1_1_9","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Other (please specify)","vegetation_cover_other","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_0","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Any natural or semi-natural vegetation (bushland, fallow land, hedgerows, natural grassland, ponds, lakes, forest patches etc)","vegetation_cover_total","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_1","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Bushland patches","vegetation_cover_bushland","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_2","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Fallow land which is unproductive for at least 1 year","vegetation_cover_fallow","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_3","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Hedgerows/Live fences","vegetation_cover_hedgerows","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_4","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Natural grassland","vegetation_cover_grassland","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_5","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Ponds or lakes","vegetation_cover_pond","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_6","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Remnant forest patches","vegetation_cover_forest","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_7","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Wetlands","vegetation_cover_wetland","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_8","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Woodlots","vegetation_cover_woodlots","select_one",NA
"3_3_1_1","4","1-10%","1","global","select_one 3_3_1_1","_3_3_1_1_9","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Other (please specify)","vegetation_cover_other","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_0","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Any natural or semi-natural vegetation (bushland, fallow land, hedgerows, natural grassland, ponds, lakes, forest patches etc)","vegetation_cover_total","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_1","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Bushland patches","vegetation_cover_bushland","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_2","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Fallow land which is unproductive for at least 1 year","vegetation_cover_fallow","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_3","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Hedgerows/Live fences","vegetation_cover_hedgerows","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_4","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Natural grassland","vegetation_cover_grassland","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_5","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Ponds or lakes","vegetation_cover_pond","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_6","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Remnant forest patches","vegetation_cover_forest","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_7","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Wetlands","vegetation_cover_wetland","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_8","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Woodlots","vegetation_cover_woodlots","select_one",NA
"3_3_1_1","0","No presence or occurrence.","0","global","select_one 3_3_1_1","_3_3_1_1_9","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Other (please specify)","vegetation_cover_other","select_one",NA
"3_3_1_2","high","High: five or more species with different heights, woodiness or flowering seasons.","3","global","select_one 3_3_1_2","_3_3_1_2_1","How would you describe the plant diversity (i.e., number of plant species) in: Bushland patches","vegetation_diversity_bushland","select_one",NA
"3_3_1_2","high","High: five or more species with different heights, woodiness or flowering seasons.","3","global","select_one 3_3_1_2","_3_3_1_2_2","How would you describe the plant diversity (i.e., number of plant species) in: Fallow land which is unproductive for at least 1 year","vegetation_diversity_fallow","select_one",NA
"3_3_1_2","high","High: five or more species with different heights, woodiness or flowering seasons.","3","global","select_one 3_3_1_2","_3_3_1_2_3","How would you describe the plant diversity (i.e., number of plant species) in: Hedgerows/Live fences","vegetation_diversity_hedgerows","select_one",NA
"3_3_1_2","high","High: five or more species with different heights, woodiness or flowering seasons.","3","global","select_one 3_3_1_2","_3_3_1_2_4","How would you describe the plant diversity (i.e., number of plant species) in: Natural grassland","vegetation_diversity_grassland","select_one",NA
"3_3_1_2","high","High: five or more species with different heights, woodiness or flowering seasons.","3","global","select_one 3_3_1_2","_3_3_1_2_6","How would you describe the plant diversity (i.e., number of plant species) in: Remnant forest patches","vegetation_diversity_forest","select_one",NA
"3_3_1_2","high","High: five or more species with different heights, woodiness or flowering seasons.","3","global","select_one 3_3_1_2","_3_3_1_2_7","How would you describe the plant diversity (i.e., number of plant species) in: Wetlands","vegetation_diversity_wetland","select_one",NA
"3_3_1_2","high","High: five or more species with different heights, woodiness or flowering seasons.","3","global","select_one 3_3_1_2","_3_3_1_2_8","How would you describe the plant diversity (i.e., number of plant species) in: Woodlots","vegetation_diversity_woodlots","select_one",NA
"3_3_1_2","medium","Medium: two to four species.","2","global","select_one 3_3_1_2","_3_3_1_2_1","How would you describe the plant diversity (i.e., number of plant species) in: Bushland patches","vegetation_diversity_bushland","select_one",NA
"3_3_1_2","medium","Medium: two to four species.","2","global","select_one 3_3_1_2","_3_3_1_2_2","How would you describe the plant diversity (i.e., number of plant species) in: Fallow land which is unproductive for at least 1 year","vegetation_diversity_fallow","select_one",NA
"3_3_1_2","medium","Medium: two to four species.","2","global","select_one 3_3_1_2","_3_3_1_2_3","How would you describe the plant diversity (i.e., number of plant species) in: Hedgerows/Live fences","vegetation_diversity_hedgerows","select_one",NA
"3_3_1_2","medium","Medium: two to four species.","2","global","select_one 3_3_1_2","_3_3_1_2_4","How would you describe the plant diversity (i.e., number of plant species) in: Natural grassland","vegetation_diversity_grassland","select_one",NA
"3_3_1_2","medium","Medium: two to four species.","2","global","select_one 3_3_1_2","_3_3_1_2_6","How would you describe the plant diversity (i.e., number of plant species) in: Remnant forest patches","vegetation_diversity_forest","select_one",NA
"3_3_1_2","medium","Medium: two to four species.","2","global","select_one 3_3_1_2","_3_3_1_2_7","How would you describe the plant diversity (i.e., number of plant species) in: Wetlands","vegetation_diversity_wetland","select_one",NA
"3_3_1_2","medium","Medium: two to four species.","2","global","select_one 3_3_1_2","_3_3_1_2_8","How would you describe the plant diversity (i.e., number of plant species) in: Woodlots","vegetation_diversity_woodlots","select_one",NA
"3_3_1_2","low","Low: only one species.","1","global","select_one 3_3_1_2","_3_3_1_2_1","How would you describe the plant diversity (i.e., number of plant species) in: Bushland patches","vegetation_diversity_bushland","select_one",NA
"3_3_1_2","low","Low: only one species.","1","global","select_one 3_3_1_2","_3_3_1_2_2","How would you describe the plant diversity (i.e., number of plant species) in: Fallow land which is unproductive for at least 1 year","vegetation_diversity_fallow","select_one",NA
"3_3_1_2","low","Low: only one species.","1","global","select_one 3_3_1_2","_3_3_1_2_3","How would you describe the plant diversity (i.e., number of plant species) in: Hedgerows/Live fences","vegetation_diversity_hedgerows","select_one",NA
"3_3_1_2","low","Low: only one species.","1","global","select_one 3_3_1_2","_3_3_1_2_4","How would you describe the plant diversity (i.e., number of plant species) in: Natural grassland","vegetation_diversity_grassland","select_one",NA
"3_3_1_2","low","Low: only one species.","1","global","select_one 3_3_1_2","_3_3_1_2_6","How would you describe the plant diversity (i.e., number of plant species) in: Remnant forest patches","vegetation_diversity_forest","select_one",NA
"3_3_1_2","low","Low: only one species.","1","global","select_one 3_3_1_2","_3_3_1_2_7","How would you describe the plant diversity (i.e., number of plant species) in: Wetlands","vegetation_diversity_wetland","select_one",NA
"3_3_1_2","low","Low: only one species.","1","global","select_one 3_3_1_2","_3_3_1_2_8","How would you describe the plant diversity (i.e., number of plant species) in: Woodlots","vegetation_diversity_woodlots","select_one",NA
"3_3_1_2","none","None","0","global","select_one 3_3_1_2","_3_3_1_2_1","How would you describe the plant diversity (i.e., number of plant species) in: Bushland patches","vegetation_diversity_bushland","select_one",NA
"3_3_1_2","none","None","0","global","select_one 3_3_1_2","_3_3_1_2_2","How would you describe the plant diversity (i.e., number of plant species) in: Fallow land which is unproductive for at least 1 year","vegetation_diversity_fallow","select_one",NA
"3_3_1_2","none","None","0","global","select_one 3_3_1_2","_3_3_1_2_3","How would you describe the plant diversity (i.e., number of plant species) in: Hedgerows/Live fences","vegetation_diversity_hedgerows","select_one",NA
"3_3_1_2","none","None","0","global","select_one 3_3_1_2","_3_3_1_2_4","How would you describe the plant diversity (i.e., number of plant species) in: Natural grassland","vegetation_diversity_grassland","select_one",NA
"3_3_1_2","none","None","0","global","select_one 3_3_1_2","_3_3_1_2_6","How would you describe the plant diversity (i.e., number of plant species) in: Remnant forest patches","vegetation_diversity_forest","select_one",NA
"3_3_1_2","none","None","0","global","select_one 3_3_1_2","_3_3_1_2_7","How would you describe the plant diversity (i.e., number of plant species) in: Wetlands","vegetation_diversity_wetland","select_one",NA
"3_3_1_2","none","None","0","global","select_one 3_3_1_2","_3_3_1_2_8","How would you describe the plant diversity (i.e., number of plant species) in: Woodlots","vegetation_diversity_woodlots","select_one",NA
"3_3_1_3","high","High diversity: Abundant presence with a wide variety of species.","3","global","select_one 3_3_1_3","_3_3_1_3","How would you describe the diversity of insect pollinators on your farm?","diversity_pollinators","select_one",NA
"3_3_1_3","high","High diversity: Abundant presence with a wide variety of species.","3","global","select_one 3_3_1_3","_3_3_1_3_1","How would you describe the diversity of crop and livestock pests on your farm?","diversity_pests","select_one",NA
"3_3_1_3","high","High diversity: Abundant presence with a wide variety of species.","3","global","select_one 3_3_1_3","_3_3_1_3_2","How would you describe the diversity of natural crop and livestock pest enemies on your farm?","diversity_pest_enemies","select_one",NA
"3_3_1_3","medium","Medium diversity: Regularly seen with several species.","2","global","select_one 3_3_1_3","_3_3_1_3","How would you describe the diversity of insect pollinators on your farm?","diversity_pollinators","select_one",NA
"3_3_1_3","medium","Medium diversity: Regularly seen with several species.","2","global","select_one 3_3_1_3","_3_3_1_3_1","How would you describe the diversity of crop and livestock pests on your farm?","diversity_pests","select_one",NA
"3_3_1_3","medium","Medium diversity: Regularly seen with several species.","2","global","select_one 3_3_1_3","_3_3_1_3_2","How would you describe the diversity of natural crop and livestock pest enemies on your farm?","diversity_pest_enemies","select_one",NA
"3_3_1_3","low","Low diversity: Rarely seen or limited to a few species.","1","global","select_one 3_3_1_3","_3_3_1_3","How would you describe the diversity of insect pollinators on your farm?","diversity_pollinators","select_one",NA
"3_3_1_3","low","Low diversity: Rarely seen or limited to a few species.","1","global","select_one 3_3_1_3","_3_3_1_3_1","How would you describe the diversity of crop and livestock pests on your farm?","diversity_pests","select_one",NA
"3_3_1_3","low","Low diversity: Rarely seen or limited to a few species.","1","global","select_one 3_3_1_3","_3_3_1_3_2","How would you describe the diversity of natural crop and livestock pest enemies on your farm?","diversity_pest_enemies","select_one",NA
"3_3_1_3","none","None","0","global","select_one 3_3_1_3","_3_3_1_3","How would you describe the diversity of insect pollinators on your farm?","diversity_pollinators","select_one",NA
"3_3_1_3","none","None","0","global","select_one 3_3_1_3","_3_3_1_3_1","How would you describe the diversity of crop and livestock pests on your farm?","diversity_pests","select_one",NA
"3_3_1_3","none","None","0","global","select_one 3_3_1_3","_3_3_1_3_2","How would you describe the diversity of natural crop and livestock pest enemies on your farm?","diversity_pest_enemies","select_one",NA
"3_3_1_3","nd","I don't know",NA,"global","select_one 3_3_1_3","_3_3_1_3","How would you describe the diversity of insect pollinators on your farm?","diversity_pollinators","select_one",NA
"3_3_1_3","nd","I don't know",NA,"global","select_one 3_3_1_3","_3_3_1_3_1","How would you describe the diversity of crop and livestock pests on your farm?","diversity_pests","select_one",NA
"3_3_1_3","nd","I don't know",NA,"global","select_one 3_3_1_3","_3_3_1_3_2","How would you describe the diversity of natural crop and livestock pest enemies on your farm?","diversity_pest_enemies","select_one",NA
"3_3_1_4","high","High diversity: Abundant presence with a wide variety of species.","3","global","select_one 3_3_1_4","_3_3_1_4","How would you describe the diversity of mammals on your farm?","diversity_mammals","select_one",NA
"3_3_1_4","medium","Medium diversity: Regularly seen with several species.","2","global","select_one 3_3_1_4","_3_3_1_4","How would you describe the diversity of mammals on your farm?","diversity_mammals","select_one",NA
"3_3_1_4","low","Low diversity: Rarely seen or limited to a few species.","1","global","select_one 3_3_1_4","_3_3_1_4","How would you describe the diversity of mammals on your farm?","diversity_mammals","select_one",NA
"3_3_1_4","none","None: No mammals observed.","0","global","select_one 3_3_1_4","_3_3_1_4","How would you describe the diversity of mammals on your farm?","diversity_mammals","select_one",NA
"3_3_1_5","high","More than 50 trees (and/or other woody perennials) per ${_1_4_1_1}.","3","global","select_one 3_3_1_5","_3_3_1_5","How would you describe the amount of trees (or perennial woody plants) on your farm?","abundance_trees","select_one",NA
